,alpha,spectral_norm,D,longname,eigs,norm,alphahat,eigs_num
0,1.1037660837173462,1.9456208944320679,0.1713680922985077,module.conv1,"[5.2167444e-23 6.5929183e-23 8.9380055e-23 ... 9.8437124e-01 1.0711802e+00
 1.9456209e+00]",27.482351303100586,0.31905266121895637,2925
1,1.236790657043457,0.1777614802122116,0.20210999250411987,module.layer1.0.conv1,"[2.6057679e-11 2.7764332e-11 3.1739021e-11 ... 1.2941052e-01 1.5181957e-01
 1.7776148e-01]",7.402008056640625,-0.9277937758967684,3375
2,1.4860904216766357,0.22083327174186707,0.1476559042930603,module.layer1.0.conv2,"[6.14741325e-08 6.60210944e-08 7.21308169e-08 ... 1.21482216e-01
 1.92431688e-01 2.20833272e-01]",10.309431076049805,-0.9747794537381801,3375
3,1.4781590700149536,0.13854318857192993,0.14604637026786804,module.layer1.1.conv1,"[1.0919309e-08 2.6518682e-08 2.8297110e-08 ... 1.0918018e-01 1.2907764e-01
 1.3854319e-01]",7.1810760498046875,-1.2688736539328567,3375
4,1.499840259552002,0.08764352649450302,0.1401519775390625,module.layer1.1.conv2,"[2.4180207e-09 2.9028915e-09 4.2532720e-09 ... 6.1972156e-02 6.7125544e-02
 8.7643526e-02]",5.886228084564209,-1.5857513438075688,3375
5,1.5420658588409424,0.09378271549940109,0.1499079167842865,module.layer2.0.conv1,"[8.1661462e-08 1.9693427e-07 3.1688785e-07 ... 6.5288484e-02 9.3026660e-02
 9.3782715e-02]",10.495646476745605,-1.5850543315288754,3375
6,1.642235517501831,0.11894343793392181,0.13571912050247192,module.layer2.0.conv2,"[2.3856142e-08 2.4750310e-08 4.3111445e-08 ... 3.7949864e-02 5.7598937e-02
 1.1894344e-01]",8.483270645141602,-1.518508693571835,3375
7,1.460654616355896,0.2540704905986786,0.1618676781654358,module.layer2.0.shortcut.0,"[6.0663311e-08 8.6899597e-08 9.9712317e-08 ... 2.1870655e-01 2.2645502e-01
 2.5407049e-01]",18.918045043945312,-0.86915635645843,3375
8,1.6856772899627686,0.08212579041719437,0.1380089521408081,module.layer2.1.conv1,"[4.7663860e-07 1.0108652e-06 1.2225322e-06 ... 4.9590304e-02 6.8806738e-02
 8.2125790e-02]",8.092256546020508,-1.8298371493817962,3375
9,1.576749324798584,0.03297480568289757,0.1395300030708313,module.layer2.1.conv2,"[1.3557225e-07 2.1275625e-07 2.1709386e-07 ... 2.6935175e-02 3.0654233e-02
 3.2974806e-02]",5.650038719177246,-2.3364551447122675,3375
10,1.748881459236145,0.07714611291885376,0.12251779437065125,module.layer3.0.conv1,"[3.2914879e-06 3.5646867e-06 4.5608599e-06 ... 5.9303273e-02 7.1876533e-02
 7.7146113e-02]",13.288980484008789,-1.9459558303472697,3375
11,1.8258411884307861,0.046057138592004776,0.12948602437973022,module.layer3.0.conv2,"[1.9887166e-06 5.8265855e-06 6.6225807e-06 ... 3.4354798e-02 3.4691773e-02
 4.6057139e-02]",9.498165130615234,-2.4406074800946573,3375
12,1.9388220310211182,0.056269675493240356,0.1598355770111084,module.layer3.0.shortcut.0,"[1.5455287e-05 1.7942351e-05 1.8028762e-05 ... 5.0267816e-02 5.1614411e-02
 5.6269675e-02]",23.438583374023438,-2.422995505481908,3375
13,1.7613744735717773,0.018164660781621933,0.1568547785282135,module.layer3.1.conv1,"[7.1157524e-07 7.7749297e-07 8.5938916e-07 ... 1.6326953e-02 1.7732635e-02
 1.8164661e-02]",4.8326239585876465,-3.066152612189285,3375
14,1.6554200649261475,0.02081441879272461,0.13737621903419495,module.layer3.1.conv2,"[6.1523303e-07 7.5223124e-07 1.0241702e-06 ... 1.9117866e-02 2.0593833e-02
 2.0814419e-02]",4.074336051940918,-2.7838134987851655,3375
15,1.843240737915039,0.020418886095285416,0.12547826766967773,module.layer4.0.conv1,"[2.7805063e-06 2.9431492e-06 4.5312695e-06 ... 1.8524015e-02 1.9413617e-02
 2.0418886e-02]",6.832828998565674,-3.1150177777092942,3375
16,1.8654298782348633,0.012379423715174198,0.14132791757583618,module.layer4.0.conv2,"[1.6085710e-06 2.4340700e-06 2.5513441e-06 ... 1.0717223e-02 1.0839445e-02
 1.2379424e-02]",4.643054962158203,-3.5579336084431796,3375
17,2.1246299743652344,0.058269668370485306,0.15216198563575745,module.layer4.0.shortcut.0,"[2.4137902e-05 2.7055170e-05 3.0801744e-05 ... 4.8831701e-02 5.5059433e-02
 5.8269668e-02]",23.235557556152344,-2.622977770990678,3375
18,1.6642804145812988,0.020334135740995407,0.14957475662231445,module.layer4.1.conv1,"[2.0317152e-06 2.0786206e-06 2.4479211e-06 ... 1.4550386e-02 1.6627315e-02
 2.0334136e-02]",5.506675720214844,-2.8155868028031654,3375
19,1.432218313217163,0.014148742891848087,0.07637375593185425,module.layer4.1.conv2,"[6.6995376e-08 7.1497468e-08 7.7044660e-08 ... 1.1916805e-02 1.3593548e-02
 1.4148743e-02]",2.065646171569824,-2.648575754740249,3375
20,2.000361680984497,1.2143672704696655,0.13885754346847534,module.linear,"[6.1701832e-04 6.7740143e-04 8.8273693e-04 ... 1.1821859e+00 1.1975549e+00
 1.2143673e+00]",526.3035888671875,0.1687306150878763,3375
