,alpha,spectral_norm,D,longname,eigs,norm,alphahat,eigs_num
0,1.765626311302185,0.3186393678188324,0.21307522058486938,module.features.conv_1,"[0.00073155 0.00123088 0.00178085 0.00183324 0.00197071 0.00246075
 0.00247547 0.00272776 0.00291777 0.00346092 0.00364326 0.00373771
 0.00506094 0.00512758 0.00550352 0.00559098 0.00562073 0.00651387
 0.00744915 0.00787232 0.00831952 0.00908004 0.00939041 0.00963902
 0.00986563 0.01096709 0.01133605 0.01347036 0.01486297 0.01559902
 0.01631673 0.01631807 0.02011186 0.02560025 0.02743952 0.03009638
 0.03010927 0.03214045 0.03221628 0.04176818 0.04345777 0.04481535
 0.04484341 0.05121481 0.05869491 0.06217101 0.06339151 0.06458629
 0.06495574 0.08228847 0.08625667 0.10124444 0.11235727 0.11622472
 0.12005137 0.12429585 0.1649573  0.18382825 0.2875987  0.31863937]",2.6582303047180176,-0.8769875921215741,60
1,1.414288878440857,0.3614157736301422,0.14364007115364075,module.features.conv_2,"[1.2146903e-09 1.2711909e-09 2.1854332e-09 ... 2.3843196e-01 2.8158507e-01
 3.6141577e-01]",38.37525939941406,-0.6251056385952607,8000
2,1.7083702087402344,0.14345046877861023,0.14185193181037903,module.features.conv_4,"[1.2956983e-05 1.3677012e-05 1.4175427e-05 ... 1.3358940e-01 1.4253309e-01
 1.4345047e-01]",73.12623596191406,-1.4406652284565993,8000
3,1.7747105360031128,0.07734285295009613,0.1449510157108307,module.features.conv_5,"[1.7869004e-05 2.1099228e-05 2.4686402e-05 ... 7.1477756e-02 7.3640317e-02
 7.7342853e-02]",54.89092254638672,-1.972732404182872,8000
4,1.9223716259002686,0.08081477880477905,0.14632079005241394,module.features.conv_7,"[3.1059386e-05 5.1334406e-05 5.2074782e-05 ... 7.5191177e-02 7.8381896e-02
 8.0814779e-02]",74.59757232666016,-2.100208709073693,8000
5,1.8916606903076172,0.049395930022001266,0.1377621591091156,module.features.conv_8,"[2.0047402e-05 2.6488635e-05 2.9523437e-05 ... 4.3247540e-02 4.5852084e-02
 4.9395930e-02]",43.225929260253906,-2.4710930693535156,8000
6,1.9084054231643677,0.046035297214984894,0.14286848902702332,module.features.conv_9,"[3.2288575e-05 3.6621113e-05 4.0689894e-05 ... 4.2645458e-02 4.5639914e-02
 4.6035297e-02]",44.18840789794922,-2.5513644786133423,8000
7,1.9649217128753662,0.05951273441314697,0.14450320601463318,module.features.conv_11,"[2.8717843e-05 2.9127819e-05 2.9665905e-05 ... 3.2999273e-02 3.5026189e-02
 5.9512734e-02]",33.643699645996094,-2.407795604177879,8000
8,1.8216676712036133,0.014014627784490585,0.1420472264289856,module.features.conv_12,"[5.0916096e-06 6.7401393e-06 7.1668032e-06 ... 1.2890107e-02 1.3563500e-02
 1.4014628e-02]",12.458173751831055,-3.376312439167969,8000
9,1.8603346347808838,0.007339925039559603,0.1469511091709137,module.features.conv_13,"[5.9213409e-07 1.8249891e-06 2.2344625e-06 ... 6.6968454e-03 7.0036799e-03
 7.3399250e-03]",6.199135780334473,-3.9705277920220055,8000
10,1.6299278736114502,0.0041979472152888775,0.13933250308036804,module.features.conv_15,"[1.1608998e-07 1.2105359e-07 1.4689118e-07 ... 3.4198780e-03 3.5091108e-03
 4.1979472e-03]",1.7515573501586914,-3.8742782914515503,8000
11,1.6886181831359863,0.003905840218067169,0.12226876616477966,module.features.conv_16,"[1.4870182e-07 1.7611949e-07 1.7659411e-07 ... 3.5498992e-03 3.7096413e-03
 3.9058402e-03]",1.6426504850387573,-4.066674731085468,8000
12,1.8117632865905762,0.005690296180546284,0.13475114107131958,module.features.conv_17,"[2.7522262e-07 4.0643775e-07 4.9632649e-07 ... 5.1775440e-03 5.2520717e-03
 5.6902962e-03]",2.291034698486328,-4.067164222150485,8000
13,1.9680368900299072,0.6467587351799011,0.14719697833061218,module.linear,"[4.9031159e-04 6.9924246e-04 7.1174477e-04 ... 6.2103432e-01 6.2402099e-01
 6.4675874e-01]",748.0476684570312,-0.3724661293249101,8000
