,alpha,spectral_norm,D,longname,eigs,norm,alphahat,eigs_num
0,1.143934965133667,0.8867620229721069,0.1786486804485321,module.features.conv_1,"[7.4601553e-22 7.0494610e-21 2.1143312e-19 ... 5.2307296e-01 5.4235554e-01
 8.8676202e-01]",21.404544830322266,-0.059705299860588736,2925
1,1.4719160795211792,0.2607758343219757,0.14121046662330627,module.features.conv_2,"[2.9382499e-09 3.8245158e-09 4.8009205e-09 ... 1.4223748e-01 2.0819233e-01
 2.6077583e-01]",9.404356002807617,-0.8592054831675644,3375
2,1.7181997299194336,0.08835499733686447,0.1508433222770691,module.features.conv_4,"[2.9513465e-06 3.3288825e-06 5.8936798e-06 ... 6.4970963e-02 6.9682889e-02
 8.8354997e-02]",15.535165786743164,-1.8105854082329282,3375
3,1.7510416507720947,0.03197424113750458,0.15472480654716492,module.features.conv_5,"[1.7633577e-06 4.2338147e-06 4.4932335e-06 ... 2.7307928e-02 2.7593466e-02
 3.1974241e-02]",10.316655158996582,-2.618157045618483,3375
4,1.823997974395752,0.033579446375370026,0.14810580015182495,module.features.conv_7,"[1.03524935e-05 1.03771181e-05 1.14182194e-05 ... 2.80020759e-02
 2.95341313e-02 3.35794464e-02]",12.816961288452148,-2.6884388926894776,3375
5,1.7972698211669922,0.015178085304796696,0.14158964157104492,module.features.conv_8,"[5.5286489e-07 2.3713212e-06 2.8109491e-06 ... 1.4697224e-02 1.4788030e-02
 1.5178085e-02]",7.143547534942627,-3.2688438163005897,3375
6,1.8277504444122314,0.02132841944694519,0.14956068992614746,module.features.conv_9,"[2.9238499e-06 7.6856304e-06 8.6401051e-06 ... 2.0194445e-02 2.0682221e-02
 2.1328419e-02]",8.284988403320312,-3.0542465279917934,3375
7,1.8452839851379395,0.014819863252341747,0.13670682907104492,module.features.conv_11,"[1.8171967e-06 2.5674644e-06 3.2101227e-06 ... 1.4492167e-02 1.4790152e-02
 1.4819863e-02]",6.696401596069336,-3.3753119109145726,3375
8,1.7617557048797607,0.007968769408762455,0.13959857821464539,module.features.conv_12,"[1.0553389e-06 1.2898728e-06 1.8281364e-06 ... 7.2314702e-03 7.3903054e-03
 7.9687694e-03]",2.9097957611083984,-3.6972359202090335,3375
9,1.850895643234253,0.0030581841710954905,0.15938875079154968,module.features.conv_13,"[4.9718892e-07 6.8532989e-07 7.8522635e-07 ... 3.0156637e-03 3.0539981e-03
 3.0581842e-03]",1.5185385942459106,-4.6541444006847765,3375
10,1.7288151979446411,0.002144336001947522,0.15158912539482117,module.features.conv_15,"[3.1330863e-08 5.7269027e-08 6.9425454e-08 ... 1.9045734e-03 2.0765059e-03
 2.1443360e-03]",0.5432795286178589,-4.6137015019847984,3375
11,1.7413198947906494,0.0017351642018184066,0.12093821167945862,module.features.conv_16,"[4.1308613e-08 4.8929966e-08 5.2811206e-08 ... 1.5059194e-03 1.5105768e-03
 1.7351642e-03]",0.28441837430000305,-4.8071911722379665,3375
12,1.863673448562622,0.0017029456794261932,0.13695824146270752,module.features.conv_17,"[8.3524561e-08 9.0762470e-08 1.1178869e-07 ... 1.4658764e-03 1.4839569e-03
 1.7029457e-03]",0.3119505047798157,-5.160137562657365,3375
13,1.9283053874969482,0.40794631838798523,0.15443551540374756,module.linear,"[9.7317527e-05 1.0038379e-04 1.0785452e-04 ... 3.9872947e-01 4.0452507e-01
 4.0794632e-01]",163.47503662109375,-0.7508762981005093,3375
